# generated by the lemma-pair-classification workflow (sonnet): candidate id pairs
# classified as one lexeme (same: mutation/spelling/suffix variants) or distinct words.
# The Cregeen equivalence layer seed - human-skim, then adopt (destination: cregeen-nvh,
# beside lemma-overrides.nvh/lemma-paradigms.nvh). Consumed by AdjudicationExporter
# via LEMMA_EQUIVALENCES_TSV: 'same' pairs collapse into one adjudication group.
annym.n	thannee.x	distinct	soul vs shoal/thin verb
ard-reill.n	ard-reiltys.x	same	Cregeen groups as one "principality" entry
ardalagh.x	fardalagh.x	same	vain/insignificant, demutated pair
ardalagh.x	s'ardalagh.a	same	vain, comparative form
arg.n	farg.x	distinct	ark (chest) vs anger
arganey.v	n'arganey.v	same	argue/dispute, mutation variant
ark.n	fark.v	distinct	young pig vs wait
arkagh.a	n'ark.v	unsure	pig-breeding root, verb form unclear
arkiaght.v	farkiaght.x	same	Cregeen: arkiaght from farkiaght "wait"
arr.v	arree.a	distinct	offer vs spring/vernal season
arr.v	arree.v	distinct	offer vs spring/will-last homograph
arr.v	arrit.x	same	arrit is past ptcp shared with "offer"
arr.v	arrys.n	distinct	offer vs repentance
arr.v	arrys.v	distinct	offer vs repent/last homograph
arr.v	farr.v	distinct	offer vs "last" verb homograph
arr.v	farrys.n	distinct	offer vs unrelated farrys noun
arr.v	n'arraghey.x	distinct	offer vs shift/remove verbal noun
arragh.a	n'arr.v	distinct	spring season vs offer/last verb
arragh.a	n'arraghey.x	distinct	spring season vs shift/remove
arragh.n	n'arr.v	distinct	spring season vs offer/last verb
arragh.n	n'arraghey.x	distinct	spring season vs shift/remove
arragh.v	darragh.n	distinct	spring season vs oak/place of oaks
arragh.v	darragh.x	distinct	spring season vs oak/place of oaks
arral.v	farral.v	distinct	offer/press-on vs fare/travel
arral.v	n'arral.v	same	offer verb, mutation variant
arraneagh.n	farraneagh.a	distinct	singer vs of springs/fountains
arroo.n	harroo.x	distinct	corn vs "over them" pronoun
arroo.n	tarroo.n	distinct	corn vs bull/Taurus
arrys.n	farrys.n	distinct	repentance vs unrelated farrys
arrys.v	farrys.n	distinct	repentance vs unrelated farrys
arryssagh.n	s'arryssee.a	same	contrite, comparative form
asnagh.v	n'asn.v	same	rib/costal root, mutation variant
asney.n	fasney.v	distinct	rib vs winnow/fan homograph
asney.v	fasney.v	distinct	rib vs winnow/fan homograph
ass.x	fass.v	distinct	"out of" preposition vs feed(grass)
assee.n	fassee.x	distinct	harm/hurt vs feed(grass)
astyr.v	fastyr.n	distinct	destroy/journey vs evening
att.v	n'att.v	same	swell verb, mutation variant
ayn-doo.x	v'ayndoo.x	same	"in them", with/without contracted copula
ayr.n	shayraghyn.n	distinct	father vs sisters
ayr.n	tayr.v	distinct	father vs catch
ayr.n	tayr.x	distinct	father vs catch
ayrey.a	shayrey.a	distinct	gravelly bank vs "of a sister"
ayrn.n	tayrn.n	distinct	part/share vs draw/cart
ayrn.n	tayrn.v	distinct	part/share vs draw/cart
b'lhigagh.v	lhig.v	same	"let/allow" verb, contracted form
baag.n	faag.v	distinct	kiss (eclipsis of paag) vs leave
baaish.n	maaish.a	distinct	temple/forehead vs thigh
baaish.n	maaish.n	distinct	temple/forehead vs thigh
baaish.n	vaaish.n	distinct	temple/forehead vs "of death"
baar.v	baarail.v	same	"spend" verb paradigm
baart.n	paart.x	distinct	baart.n is "nyn baart" (your part), eclipsis of the NOUN paart "some, part" (P-6, proper target paart.n), while paart.x is the "cha baart" verb entry "would not part" belonging to the verb paartail/phaart "part, depart" (P-5). [cross-POS audit 2026-07-30]
baase.n	maase.n	distinct	death vs cattle
baase.n	maase.n	distinct	death vs cattle [id rekeyed to the regenerated table 2026-07-31]
baatey.n	vaatey.n	same	boat, lenited variant
baccagh.n	s'baccee.a	same	cripple, comparative form
bagh.v	beagh.v	distinct	dwell vs nourish/feed
bagh.v	magh.x	distinct	dwell vs forth/out
baghey.v	maghey.x	distinct	dwell vs "from"
baill.v	baillee.x	same	"would wish" verb paradigm
baill.v	bailleu.x	same	"would wish" verb paradigm
baill.v	faill.n	distinct	wish verb vs wages
baill.v	faill.v	distinct	wish verb vs hire/wages
baill.v	maill.n	distinct	wish verb vs rent
bann.v	bannaghey.v	same	bless verb paradigm
bann.v	bannee.a	same	bless verb/adjective paradigm
bann.v	bannee.a	same	bless verb, lenited variant [id rekeyed to the regenerated table 2026-07-31]
barragh.n	marr.v	distinct	tow(fibre) vs kill/slay
barragh.n	marragh.n	same	tow, eclipsis variant
barrey.n	marrey.a	distinct	bar/barrow vs "of the sea"
bart.n	mart.n	distinct	burden/load vs March(month)
bart.n	mart.x	distinct	burden/load vs March(month)
basht.v	bashtee.a	same	baptize verb/adjective paradigm
bayr.n	bayrn.n	distinct	lane vs cap
bayr.n	beyr.n	same	Cregeen: beyr is spelling variant of bayr
bayr.n	beyr.x	same	Cregeen: beyr is spelling variant of bayr
bayrn.n	mayrn.x	distinct	cap vs "in existence" (er-mayrn)
be.v	bey.x	distinct	be.v is the copula family B-65 (dy ve 'to be', er ve 'hath been', bee 'will be'); bey.x is the separate B-64 be/bey printed with dy-be 'for cause, because' and erbey 'because, lit. on cause' - the 'cause' element, not the verb 'to be'. [cross-POS audit 2026-07-30]
bea.n	fea.n	distinct	life vs quiet/rest
bea.n	mea.a	distinct	life vs fat/luxuriant adjective
bea.n	vea.n	same	life, lenited variant
beagh-1	bee.v	unsure	Cregeen prints two beagh entries: 'would be' (bee) AND 'v. feed'/'v. live' (beaghey) - per-entry review needed, the food pun did the vouching
beagh.v	beaghee.a	same	feed verb/adjective paradigm
beagh.v	bee.v	unsure	Cregeen prints two beagh entries: 'would be' (bee) AND 'v. feed'/'v. live' (beaghey) - per-entry review needed, the food pun did the vouching
beagh.v	magh.x	distinct	nourish vs forth/out
beagh.v	vagh-1	distinct	nourish vs dwell(bagh)
bee'm.v	vee'm.x	same	"I will be", lenited variant
bee.n	mee.n	distinct	food vs I/me pronoun
bee.n	mee.x	distinct	food vs I/me pronoun
bee.v	mee.n	distinct	food/be vs I/me pronoun
bee.v	mee.x	distinct	food/be vs I/me pronoun
bee.v	row.v	same	suppletive "to be" verb paradigm
bee.v	row.x	same	suppletive "to be" verb paradigm
bee.v	ta.v	same	suppletive "to be" verb paradigm
bee.v	va.v	same	suppletive "to be" verb paradigm
bee.v	veagh-1	same	feed/nourish cognate with food
bee.v	vel.v	same	suppletive "to be" verb paradigm
beeal.n	beill.n	same	mouth, singular/plural pair
beg.a	meg.n	distinct	small vs pet lamb
beg.a	veg.x	same	little, extended to "nothing/anything"
behr.v	berr.v	distinct	lay/calve/foal vs overtake
behr.v	berr.v	distinct	lay/calve/foal vs overtake [id rekeyed to the regenerated table 2026-07-31]
behr.v	cur.v	distinct	lay/calve/foal vs give
behr.v	verr.v	distinct	lay/calve/foal vs overtook
behr.v	verrin.x	distinct	lay/calve/foal vs "I would give"
beinn.n	meinn.n	distinct	mountain peak vs meal/flour
beisht.n	beishtyn.n	same	beishtyn is plural of beisht
ben-treoghe.n	mraane-treoghe.n	same	mraane is irregular plural of ben
berr.v	verr.v	same	verr is lenited berr, overtake
berr.v	verr.v	distinct	berr is 'overtake' (B-86), but the verr.v id is the printed verr 'will give, put, send, bring' (C-397, future of cur; its forms verr/verrym/verryms match that entry), while the 'did overtake' verr entry feeds berr.v. [cross-POS audit 2026-07-30] [id rekeyed to the regenerated table 2026-07-31]
berraght.v	berraghtyn.x	same	same overtake/catch verb family
bhow.n	vhow.n	same	vhow is lenited bhow, bow
billey.n	milley.n	distinct	billey tree/bush vs milley spoil
billey.n	milley.x	distinct	billey tree/bush vs milley spoil
bing.a	ming.v	distinct	jury vs nip off, unrelated
bing.a	ping.n	distinct	jury vs penny, unrelated
bing.n	ming.v	distinct	jury vs nip off, unrelated
bing.n	ping.n	distinct	jury vs penny, unrelated
bingey.a	mingey.v	distinct	jury-related vs biting/nip
bingys.n	ming.v	distinct	music vs nip off
binnid.n	minnid.n	distinct	rennet vs minute
biol.n	miol.v	unsure	miol gloss empty, relation unclear
bioyr.a	bioyree.x	same	bioyree variant/inflection of bioyr
bioyr.a	mioyr.n	distinct	brisk vs acuteness/feeling
bioyree.x	mioyr.n	distinct	bioyree(brisk) vs mioyr(feeling)
bish.v	bishee.x	same	same prosper/increase root
bish.v	mish.x	distinct	prosper root vs pronoun I
bish.v	vishagh.v	same	same prosper/bishaghey family
bishaghey.v	bishee.x	same	prosper/develop, same root
bishaghey.v	vishagh.v	same	vishagh is lenited bishagh(ey)
blake.v	vlaak.v	same	vlaak is lenited/variant blake, gape
blass.n	blayst-2	same	flavour/taste variant spellings
blass.n	blayst.v	distinct	blass.n is the noun entry "taste, savour, flavour" (s.m.), while blayst.v is the verb family (self form vlayst "did taste", preterite of the separate blass v. entry, id blass-2); noun entry conflated with the verb entry. [cross-POS audit 2026-07-30]
blass.n	blayst.x	same	flavour/taste variant spellings
blennick-cholgey.x	chiolgey.a	unsure	both empty gloss, unclear relation
blest.v	blestit.x	same	blestit past participle of blest
boal.n	moal.a	distinct	wall vs backward/decrepit
boal.v	boall.v	same	boall spelling variant of boal wall
boal.v	moal.a	distinct	wall vs backward/decrepit
boalley.x	moal.a	distinct	wall vs backward/decrepit
boand.v	boandit.x	same	boandit past participle of boand
boandyr.v	boandyrys.v	same	nurse/nursemaid same root
boayrd.n	buird.a	same	buird is plural of boayrd board
boayrd.n	buird.n	same	buird is plural of boayrd board
bochil.v	bochillagh.v	same	shepherd/herd same root
bogg.v	boggaghey.v	same	boggaghey derives from bogg
bogg.v	boggys.n	same	boggys(gladness) from bogg(glad)
boir.v	boiragh.a	same	boiragh is adjective from boir
bolg.n	builg.n	same	builg is plural of bolg belly
bolg.n	molg.n	distinct	belly vs milt, different roots
bolg.n	volg.n	same	volg is lenited bolg belly
bolg.v	bolgagh.a	same	bolgagh adjective from bolg belly
bolg.v	bolgum.n	distinct	belly vs mouthful/dram, distinct lexeme
bolg.v	molg.n	distinct	belly vs milt, different roots
bolg.v	molgagh.a	distinct	belly vs milt-derived adjective
bolg.v	volg.n	distinct	bolg.v is the verb 'roast, or raise blisters by fire' (B-166), but volg.n is a noun: 'yn volg' the belly (B-166, radical bolg.n) or the milt (M-121); roast-verb and belly/milt-noun are different lexemes. [cross-POS audit 2026-07-30]
bolgagh.a	molgagh.a	distinct	bellied(belly) vs milt-derived
bollag.n	mollag.n	distinct	cranium vs buoy/float
bollan.n	pollan.n	distinct	wrasse/wort vs saddle cloth
bolley.n	molley.a	distinct	track vs baffle/beguile
bolley.n	molley.v	distinct	track vs baffle/beguile
boogh.n	moogh.v	distinct	bulge vs abolish/switch off
booie.a	mooie.x	distinct	honour/victory vs abroad/offshore
booie.x	mooie.x	distinct	honour/victory vs abroad/offshore
bossan.n	possan.n	distinct	reed mace vs bunch/clique
boult.n	voult.n	same	voult is lenited boult bolt
boult.v	voult.n	distinct	boult.v is the bolt verb (B-189, voult 'did bolt'); voult.n keys the M-section entry 'yn voult: the mutton' (M-115, lenited mohlt 'a mutton') - the B-section 'yn voult: the bolt' already belongs to boult.n - so bolt vs mutton. [cross-POS audit 2026-07-30]
bra.n	braa.x	same	bra variant spelling of braa eternal
braarey.a	vraarey.a	same	vraarey lenited braarey, of brother
brah.v	brahee.a	same	brahee future tense of brah
branlaadagh.n	branlaadee.n	same	same dream/delirium root
brasn.v	brasnee.a	same	same brasn/incense verb family
brasn.v	brasnee.a	same	same brasn/incense verb family [id rekeyed to the regenerated table 2026-07-31]
brasn.v	brasney.v	same	same brasn/incense verb family
brasn.v	brasnit.x	same	brasnit past participle of brasn
breg.n	breig.v	distinct	breg s.f. 'a lie' (B-218, = breag) and breig v. 'coax, endeavour to persuade' (B-229) are separate families with different meanings; a noun 'lie' and a verb 'coax' are distinct lexemes despite the shared root. [cross-POS audit 2026-07-30]
breinn.v	breinnaghey.v	same	breinnaghey derives from breinn smelly
brish.v	brishee.a	same	brishee future tense of brish
briwnys.v	briwnysit.x	same	briwnysit past participle of briwnys
broogh.n	brooinyn.n	same	brooinyn plural of broogh bank
buinn.v	buinnagh.n	distinct	cut/harvest vs diarrhoea, unrelated
buitch.v	wuitch.n	distinct	buitch.v is buitçh v. "bewitch(ing)" (B-272), while wuitch.n is wuitçh s. "witch", the mutated form of the NOUN buitçh s. f. "a witch" (proper target buitch.n). [cross-POS audit 2026-07-30]
bwoaill.v	bwoaillee.n	distinct	smite vs enclosure/ring, diff roots
by.x	she.v	same	by/she both copula tense forms
caarjys.n	chaarjys.n	same	c/ch mutation, blood relationship
caashey.n	chaashey.a	same	c/ch mutation, cheese
cab.n	chab.n	same	c/ch mutation, jaw
cabbal.n	chabbal.n	same	c/ch mutation, chapel
cabbane.n	chabbane.n	same	c/ch mutation, cabin
cabbyl.n	chabbyl.n	same	c/ch mutation, horse
cabdil.n	chabdil.n	same	c/ch mutation, chapter
cadd.v	caddey.x	same	cadd root of caddey defend
caddey.x	chaddey.v	same	c/ch mutation, defend/protect
cadl.v	cadlagh.a	same	cadlagh adjective from cadl sleep
cadl.v	cadlee.a	same	cadlee adjective from cadl sleep
cadlag.n	chadlag.n	same	c/ch mutation, sleeper
cadley.v	chadley.v	same	c/ch mutation, sleep
caggey.n	chaggey.n	same	c/ch mutation, battle/fight
caghlaa.n	chaghlaa.v	same	c/ch mutation, change
cagliagh.n	chagliagh.n	same	c/ch mutation, limit/confine
caglit.x	chaglit.x	distinct	bounded/finite vs gathered, diff verbs
cah.n	chah.a	same	c/ch mutation, battle
cah.n	chah.n	same	c/ch mutation, battle
cailjey.a	chailjey.a	same	both mean lost/strayed
caill.v	caillin.n	distinct	lose vs girl/colleen
cainle.n	chainle.n	same	c/ch mutation, candle
cainle.n	kainle.n	same	c/k spelling variant, candle
cainlere.n	chainlere.n	same	c/ch mutation, candlestick
cainlere.n	kainlere.n	same	c/k spelling variant, candlestick
cair.n	chair.n	same	c/ch mutation, rights
caisht.n	chaisht.n	same	c/ch mutation, Easter
caitnys.n	chaitnys.n	same	c/ch mutation, wilderness
callin.n	challin.n	same	c/ch mutation, body/torso
calmane.n	chalmane.n	same	c/ch mutation, dove/pigeon
camm.a	chamm.v	distinct	camm.a is the adjective 'crooked' (C-37), but chamm.v is 'did bend', past of the verb camm 'bend' (C-38) whose own id camm.v exists; adjective and bend-verb are separate printed entries. [cross-POS audit 2026-07-30]
cammag.n	chammag.n	same	c/ch mutation, cammag/hockey
cammagh.v	chamm.v	same	both empty, likely camm(bend) family
cammagh.v	chammagh.v	distinct	chammagh means as well/both
cant.n	chant.n	same	c/ch mutation, auction
cant.n	chant.v	same	c/ch mutation, auction
cappan.n	chappan.n	same	c/ch mutation, cup
cappeeys.n	chappeeys.n	same	c/ch mutation, captivity
carbyd.n	charbyd.n	same	c/ch mutation, vehicle
carchuillag.n	charchuillag.n	same	c/ch mutation, fly
carit.x	cast.v	unsure	carit gloss empty, relation unclear
carn.n	charn.n	same	c/ch mutation, cairn
carnane.n	charnane.n	same	c/ch mutation, cairn/rocky hill [id rekeyed to the regenerated table 2026-07-31]
carr.v	carragh.a	distinct	melody vs carious/rocky
carr.v	carree.a	distinct	melody vs scud/lattice work
carr.v	carree.n	distinct	melody vs scud/lattice work
carr.v	charr.n	distinct	carr.v is the printed carr v. 'twist, twine, warp' (C-48), but charr.n is 'yn charr' = 'the tune' (C-55), the lenited form of the noun carr 'a tune'; twist-verb and tune-noun are different lexemes, so charr belongs with carr.n. [cross-POS audit 2026-07-30]
carr.v	karr.v	same	c/k spelling variant, melody
carragh.x	harrin.v	distinct	rocky vs would-come verb form
carragh.x	harrin.x	distinct	rocky vs would-come verb form
carragh.x	harrym.x	distinct	rocky vs Pass imperative
carragh.x	sharragh.n	distinct	rocky vs foal, unrelated
carragh.x	tarragh.n	distinct	rocky vs girth/surcingle
carrane.n	charrane.n	same	c/ch mutation, sandal
carrey.n	garraghyn.n	distinct	friend vs turns, unrelated
carrey.n	garrey.n	distinct	friend vs spell/stint, unrelated
carriads.n	charriads.n	same	c/ch mutation, carriage
carrick.n	charrick.n	same	both mean Rock
carrid.n	charrid.n	same	c/ch mutation, manginess
carroo.n	garroo.a	distinct	Cape Wrath proper noun vs coarse
carval.n	charval.n	same	c/ch mutation, carval/carol
casey.v	chasey.v	same	c/ch mutation, both empty
casherickey.v	chasherickey.v	same	c/ch mutation, consecrate
casherickey.v	s'chasherick.a	same	same casherick(holy) root
casherickys.n	chasherickys.n	same	c/ch mutation, holiness
casherickys.n	keck.v	distinct	holiness vs dung, unrelated
caslys.n	chaslys.n	same	c/ch mutation, appearance
cass.n	chass.n	same	Rigel likely named foot(cass)
cass.n	gass.n	distinct	foot vs bunch/sprig/stalk
cassagh.a	chassagh.a	same	c/ch mutation, footed/pedal
cassan.n	chassan.n	same	c/ch mutation, path
cast.v	chast.v	distinct	cast.x is the pos-less printed cast, a variant of carit "twisted" (from cas "twist", C-48), while chast.v is "did quell or conquer", the mutated past of the different verb cast v. "quell, defeat" (C-74, proper target cast.v). [cross-POS audit 2026-07-30] [id rekeyed to the regenerated table 2026-07-31]
castey.v	chastey.v	same	chastey is lenited castey, appease/beat back
castey.v	gastey.a	distinct	castey=appease vs gastey=active/agile, unrelated
cay.n	chay.n	same	chay lenited cay, mist/fog word family
cay.n	kay.n	same	c/k spelling variant, both mean mist/fog
cayrn.n	chayrn.n	same	chayrn lenited cayrn, horn/bugle
cayrn.n	chayrn.v	distinct	cayrn.n is 'a trumpet, a horn to blow, a bugle' s.m. (C-81), but chayrn.v is 'did blow the trumpet', past of the verb cayrn 'blow or sound the trumpet' whose own id cayrn.v exists. [cross-POS audit 2026-07-30]
ceab.n	cheab.n	same	cheab lenited ceab, clod/lump
ceau.v	cheau.v	same	same verb ceau, throw/cast/spend senses
chainle.n	kainle.n	same	chainle lenited kainle, candle
chainlere.n	kainlere.n	same	lenited pair, candlestick
chamm.v	chammagh.v	distinct	chamm=bend(inflected) vs chammagh=as well/both
chappagh.n	chappee.x	same	captive (sg.) vs of captives, same lexeme
charr.n	karr.v	unsure	empty glosses, charr may be tune not karr(mend)
chart.v	kart.n	unsure	empty glosses, cart-noun vs rake-verb ambiguous
chasherickey.v	s'chasherick.a	same	both from casherick(holy) root
chasherickys.n	keck.v	distinct	holiness vs dung, unrelated meanings
chay.n	kay.n	same	chay lenited kay, mist/fog
chea.v	jea.n	distinct	flee vs yesterday, unrelated
chea.v	teaym.n	distinct	flee vs attack/fit, unrelated homophone
cheb.x	chebbal.v	same	bet/bid shared sense, verbal-noun pair
cheer.n	cheerey.n	same	cheerey=of-the-country, from cheer
cheer.n	jeer.v	distinct	country vs actually/indeed, unrelated
cheer.n	keer.x	distinct	country vs cud, unrelated
cheer.v	cheerey.a	same	country/rural adjective derivation
cheer.v	cheerey.n	same	country/rural derivation
cheer.v	cheerey.v	same	country/rural derivation
cheer.v	keer.x	distinct	country vs cud, unrelated
cheet.v	er-jeet.x	same	er-jeet=has come, built on cheet
cheet.v	tar.v	same	suppletive come/coming verb pair
cheilley.x	keilley.a	distinct	cheilley.x is 'pro. one another'; keilley.a is 'a. d. of sense or wit' - unrelated
cheilley.x	keilley.n	distinct	cheilley.x is 'pro. one another'; keilley.n is 'e cheilley, s. of his wits' (gen. of keeayll) - unrelated
chennid.n	shennid.n	distinct	strain/narrowness vs oldness, unrelated
chere.n	kere.n	same	chere lenited kere, wax/comb
chere.n	kere.v	same	verb sense of wax/comb word
cherr.v	jerree.a	distinct	did-punish vs last/final, unrelated
cheu.n	geu.n	distinct	side vs gib-staff/pole, unrelated
cheu.n	jeu.x	distinct	side vs of-them, unrelated
chiartaghey.v	kiart.v	same	chiartaghey=correct, from kiart
chiaull.n	kiaull.n	same	lenited pair, music
chiaull.n	kiaull.v	distinct	chiaull.n is "yn chiaull" s. "the clamour, noise; music", the mutated NOUN kiaull "clamour, noise, din" (proper target kiaull.n), while kiaull.v is the verb entry "make clamour or noise" (both K-82 but different entries). [cross-POS audit 2026-07-30]
chied.a	kied.n	distinct	chied=first(adj) vs kied=permission(n)
ching.a	king.n	distinct	chinng(ill) vs king(Headlands), unrelated
ching.n	jing.v	distinct	ill vs crush/wedge, unrelated
ching.n	king.n	distinct	ill vs Headlands, unrelated
chingys.n	jing.v	distinct	disease vs crush/wedge, unrelated
chiollee.a	hiollee.v	unsure	empty glosses, ambiguous root/sense
chionn.a	kionn.v	distinct	chionn.a is çhionn a. 'tight, fast, strait, speedy' (C-117), but kionn.v is 'buy, purchase' (K-93, whose past is chionn 'did buy'); tight-adjective and buy-verb are unrelated lexemes sharing only the mutated form. [cross-POS audit 2026-07-30]
chionn.v	chionney.a	same	austere/clench, same tight-root family
chionn.v	chionney.v	same	same tight-root family
chionn.v	kionn.v	distinct	chionn is 'v. tighten, fasten'; kionn/kionnee is 'v. buy, purchase' - the 'tight-root' weld was wrong
chionneyder.n	kionneyder.n	distinct	inflater/nut vs buyer, different roots
chionnit.x	kionn.v	distinct	chionnit.x keys the printed çhionnit pt. (C-117, s'çhionnit 'how tightened or straitened', from çhionn 'tight'); kionn v. (K-93) is 'buy, purchase' - tightened vs buy, the surface collision with kionnit 'bought' misled the note. [cross-POS audit 2026-07-30]
chionnit.x	kionnit.x	distinct	inflated vs bought, different roots
chirm.v	chirmit.x	same	chirmit=dried, from dry-root chirm
chiu.v	hiu.x	distinct	heavy/foggy vs to-you, unrelated
chiuney.n	kiuney.n	same	lenited pair, calm
chlaare.n	claare.n	same	lenited pair, board/batten
chlaasagh.n	claasagh.n	same	lenited pair, harp
chladdagh.n	claddagh.n	same	lenited pair, riverbank place name
chlaghey.v	claghey.v	same	lenited pair, stone throwing
chlaigin.n	claigin.n	same	lenited pair, skull
chlash.n	clash.n	same	crack/tip near cleft/channel, same word
chlea.n	clea.n	same	lenited pair, roof/palate
chleaee.x	chleiee.v	same	spelling variants of lenited cleiee/harrow
chleaee.x	cleiee.x	same	lenited variant, harrow
chlean.n	clean.n	same	lenited pair, basket
chleayn.n	cleayn.n	same	lenited pair, enticement
chleayn.v	cleayn.n	same	entice verb/noun, same lexeme
chleaynaghey.v	cleaynaghey.v	same	lenited pair, entice/allure
chleaysh.n	cleaysh.n	same	lenited pair, ear
chleeau.n	cleeau.n	same	lenited pair, breast/bosom
chleiee.v	cleiee.x	same	lenited pair, harrow
chleigh.n	cleigh.n	same	lenited pair, hedge
chlein.a	clein.n	same	lenited pair, clan/harrows
chlein.x	clein.n	distinct	The printed chlein entry is a cross-reference 'See chleayn' = 'did allure, incline, or entice' (C-147 entice family); clein.n is 'the clan, the surname' (C-154) - entice vs clan (the note's 'harrows' is yet another clein, C-145). [cross-POS audit 2026-07-30]
chleiy.n	cleiy.n	unsure	chleiy.n is yn chleiy "the hedge" (lenited cleigh s.m., C-153), not "dug/dig" as the note claims; the printed bare cleiy is a variant headword under BOTH cleigh "a hedge" (s.m.) and cleigh "dig, delve, quarry" (v.), and cleiy.x is absent from cregeen.tsv, so the print cannot settle which cleiy entry the id names (hedge reading = same, dig reading = different lexeme). [cross-POS audit 2026-07-30] [id rekeyed to the regenerated table 2026-07-31]
